,PASSENGERS,Passenger Miles,Origin,Destination,Starting Point,Ending Point,geometry
347,495865,239997453,"Atlanta, GA","St. Louis, MO",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
348,495711,182917359,"Boston, MA","Baltimore, MD",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
349,495030,239594520,"St. Louis, MO","Atlanta, GA",POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025)
350,494979,238084899,"Atlanta, GA","Richmond, VA",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
351,494779,2966200105,"Seoul, South Korea","Los Angeles, CA",POINT (126.9779692 37.566535),POINT (126.9779692 37.566535),POINT (126.9779692 37.566535)
352,493091,1708560315,"Newark, NJ","London, United Kingdom",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
353,492703,181807407,"Baltimore, MD","Boston, MA",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
354,492483,504153135,"Minneapolis, MN","New York, NY",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
355,492285,98457000,"Newark, NJ","Boston, MA",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
356,491217,339921548,"Atlanta, GA","Kansas City, MO",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
357,489423,581923947,"San Juan, PR","Orlando, FL",POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394)
358,488871,855034182,"Detroit, MI","Las Vegas, NV",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
359,488756,854833056,"Las Vegas, NV","Detroit, MI",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
360,488696,866456254,"Phoenix, AZ","Charlotte, NC",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
361,488179,467187303,"Orlando, FL","Detroit, MI",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
362,487541,196020231,"Nashville, TN","Chicago, IL",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
363,487160,195964516,"Chicago, IL","Nashville, TN",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
364,487074,141622368,"Chicago, IL","Columbus, OH",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
365,485666,141056516,"Columbus, OH","Chicago, IL",POINT (-82.99879419999999 39.9611755),POINT (-82.99879419999999 39.9611755),POINT (-82.99879419999999 39.9611755)
366,484391,2143430159,"London, United Kingdom","Miami, FL",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
367,481533,1668511815,"London, United Kingdom","Newark, NJ",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
368,480679,335034218,"Seattle, WA","San Jose, CA",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
369,480335,196358667,"Pittsburgh, PA","Chicago, IL",POINT (-79.9958864 40.44062479999999),POINT (-79.9958864 40.44062479999999),POINT (-79.9958864 40.44062479999999)
370,479532,196085966,"Chicago, IL","Pittsburgh, PA",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
371,479399,334141108,"San Jose, CA","Seattle, WA",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
372,478182,91810944,"Orlando, FL","Miami, FL",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
373,477199,328790546,"Salt Lake City, UT","Seattle, WA",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
374,477101,387883113,"Atlanta, GA","Austin, TX",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
375,477020,214181980,"Philadelphia, PA","Charlotte, NC",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
376,476839,91553088,"Miami, FL","Orlando, FL",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
377,475621,95124200,"Boston, MA","Newark, NJ",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
378,474864,505730160,"Fort Lauderdale, FL","Newark, NJ",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
379,473893,385275009,"Austin, TX","Atlanta, GA",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
380,471852,502522380,"Newark, NJ","Fort Lauderdale, FL",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
381,471366,1171815876,"Kahului, HI","Los Angeles, CA",POINT (-156.4729469 20.8893351),POINT (-156.4729469 20.8893351),POINT (-156.4729469 20.8893351)
382,470468,3198711932,"Taipei, Taiwan","Los Angeles, CA",POINT (121.5654268 25.0329636),POINT (121.5654268 25.0329636),POINT (121.5654268 25.0329636)
383,470317,559206913,"Orlando, FL","San Juan, PR",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
384,470224,1168976864,"Los Angeles, CA","Kahului, HI",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
385,470087,3196121513,"Los Angeles, CA","Taipei, Taiwan",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
386,469057,323180702,"Seattle, WA","Salt Lake City, UT",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
387,466622,1118959556,"San Francisco, CA","Honolulu, HI",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
388,462804,376254453,"Tampa, FL","Washington, DC",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
389,461635,465792337,"Phoenix, AZ","Portland, OR",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
390,461210,720410020,"Dallas/Fort Worth, TX","Boston, MA",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
391,461026,718399240,"Guam, TT","Tokyo, Japan",POINT (144.793731 13.444304),POINT (144.793731 13.444304),POINT (144.793731 13.444304)
392,458137,798004259,"Portland, OR","Chicago, IL",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
393,457671,165219231,"Baltimore, MD","Charlotte, NC",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
394,457603,714775886,"Boston, MA","Dallas/Fort Worth, TX",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
395,456292,711023204,"Tokyo, Japan","Guam, TT",POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875)
396,454018,64682216,"Austin, TX","Houston, TX",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
397,453950,490719950,"Los Angeles, CA","Vancouver, Canada",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
398,453882,383984155,"Denver, CO","Santa Ana, CA",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
399,453326,490045406,"Vancouver, Canada","Los Angeles, CA",POINT (-123.1207375 49.2827291),POINT (-123.1207375 49.2827291),POINT (-123.1207375 49.2827291)
400,451742,163078862,"Charlotte, NC","Baltimore, MD",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
401,451550,367114940,"Washington, DC","Tampa, FL",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
402,450843,716389527,"Minneapolis, MN","San Francisco, CA",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
403,450786,381364905,"Santa Ana, CA","Denver, CO",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
404,450363,454416267,"Portland, OR","Phoenix, AZ",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
405,449581,192901295,"Raleigh/Durham, NC","New York, NY",POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678)
406,449570,63998320,"Houston, TX","Austin, TX",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
407,449098,409902360,"Houston, TX","Charlotte, NC",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
408,448525,192459975,"New York, NY","Raleigh/Durham, NC",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
409,448073,3354722551,"Sydney, Australia","Los Angeles, CA",POINT (151.2092955 -33.8688197),POINT (151.2092955 -33.8688197),POINT (151.2092955 -33.8688197)
410,447774,1073762052,"Honolulu, HI","San Francisco, CA",POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444)
411,445993,186996760,"Chicago, IL","Omaha, NE",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
412,445614,225926298,"Tampa, FL","Charlotte, NC",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
413,445225,691434425,"Los Angeles, CA","Mexico City, Mexico",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
414,444458,687132068,"Orlando, FL","Denver, CO",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
415,443766,705144174,"San Francisco, CA","Minneapolis, MN",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
416,443754,94963356,"Nashville, TN","Atlanta, GA",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
417,443340,772182708,"Chicago, IL","Portland, OR",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
418,442855,84726487,"Houston, TX","San Antonio, TX",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
419,439830,490108770,"Fort Myers, FL","Chicago, IL",POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628)
420,439051,678772846,"Denver, CO","Orlando, FL",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
421,438672,93875808,"Atlanta, GA","Nashville, TN",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
422,438081,178298967,"Las Vegas, NV","Oakland, CA",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
423,437888,399678680,"Charlotte, NC","Houston, TX",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
424,437551,431425286,"Detroit, MI","Dallas/Fort Worth, TX",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
425,436134,221119938,"Charlotte, NC","Tampa, FL",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
426,435600,194713200,"Columbus, OH","Atlanta, GA",POINT (-82.99879419999999 39.9611755),POINT (-82.99879419999999 39.9611755),POINT (-82.99879419999999 39.9611755)
427,435051,675634203,"Mexico City, Mexico","Los Angeles, CA",POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696)
428,434974,177034418,"Oakland, CA","Las Vegas, NV",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
429,434017,379330858,"Atlanta, GA","San Antonio, TX",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
430,433717,671827633,"Santo Domingo, Dominican Republic","New York, NY",POINT (-69.93121169999999 18.4860575),POINT (-69.93121169999999 18.4860575),POINT (-69.93121169999999 18.4860575)
431,433115,427051390,"Dallas/Fort Worth, TX","Detroit, MI",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
432,432760,3240074120,"Los Angeles, CA","Sydney, Australia",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
433,432204,193195188,"Atlanta, GA","Columbus, OH",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
434,431165,160393380,"Santa Ana, CA","San Francisco, CA",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
435,430264,538900658,"Salt Lake City, UT","Chicago, IL",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
436,429199,82107837,"San Antonio, TX","Houston, TX",POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219)
437,426858,534612504,"Chicago, IL","Salt Lake City, UT",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
438,426804,1569342117,"Washington, DC","London, United Kingdom",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
439,426724,158741328,"San Francisco, CA","Santa Ana, CA",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
440,425111,178282252,"Omaha, NE","Chicago, IL",POINT (-95.99798829999999 41.2523634),POINT (-95.99798829999999 41.2523634),POINT (-95.99798829999999 41.2523634)
441,424607,272374006,"Raleigh/Durham, NC","Chicago, IL",POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678)
442,424409,1385695370,"London, United Kingdom","Boston, MA",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
443,424266,370808484,"San Antonio, TX","Atlanta, GA",POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219)
444,423361,284408762,"Oakland, CA","Seattle, WA",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
445,423303,471745185,"Chicago, IL","Fort Myers, FL",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
446,423094,137505550,"Phoenix, AZ","Ontario, CA",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
447,422655,282756195,"Atlanta, GA","Milwaukee, WI",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
448,422376,508963080,"Dallas/Fort Worth, TX","Santa Ana, CA",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
449,422195,332267465,"Orlando, FL","Baltimore, MD",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
450,420563,1546392649,"London, United Kingdom","Washington, DC",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
451,420435,139584420,"Atlanta, GA","Memphis, TN",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
452,420316,651069484,"New York, NY","Santo Domingo, Dominican Republic",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
453,420174,273113100,"Charlotte, NC","Miami, FL",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
454,419787,505843335,"Santa Ana, CA","Dallas/Fort Worth, TX",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
455,419712,330313344,"Baltimore, MD","Orlando, FL",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
456,419508,414893412,"Dallas/Fort Worth, TX","Salt Lake City, UT",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
457,418494,279972486,"Milwaukee, WI","Atlanta, GA",POINT (-87.9064736 43.0389025),POINT (-87.9064736 43.0389025),POINT (-87.9064736 43.0389025)
458,417107,269870891,"Phoenix, AZ","Sacramento, CA",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
459,416595,138309540,"Memphis, TN","Atlanta, GA",POINT (-90.04898009999999 35.1495343),POINT (-90.04898009999999 35.1495343),POINT (-90.04898009999999 35.1495343)
460,416277,469144179,"Detroit, MI","Fort Lauderdale, FL",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
461,416197,218919622,"Pittsburgh, PA","Atlanta, GA",POINT (-79.9958864 40.44062479999999),POINT (-79.9958864 40.44062479999999),POINT (-79.9958864 40.44062479999999)
462,415887,786858204,"San Diego, CA","Atlanta, GA",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
463,415440,268789680,"Sacramento, CA","Phoenix, AZ",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
464,415228,278943989,"Seattle, WA","Oakland, CA",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
465,414910,266215794,"Chicago, IL","Raleigh/Durham, NC",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
466,414779,467455933,"Fort Lauderdale, FL","Detroit, MI",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
467,414770,269600500,"Miami, FL","Charlotte, NC",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
468,414246,859560450,"Phoenix, AZ","Philadelphia, PA",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
469,413776,250334480,"Sacramento, CA","Seattle, WA",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
470,413491,408942599,"Salt Lake City, UT","Dallas/Fort Worth, TX",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
471,412407,1346508865,"Boston, MA","London, United Kingdom",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
472,411870,205935000,"Charlotte, NC","Detroit, MI",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
473,411298,606664550,"Santiago, Dominican Republic","New York, NY",POINT (-70.69305679999999 19.4791963),POINT (-70.69305679999999 19.4791963),POINT (-70.69305679999999 19.4791963)
474,411223,106506757,"Charleston, SC","Atlanta, GA",POINT (-79.93105120000001 32.7764749),POINT (-79.93105120000001 32.7764749),POINT (-79.93105120000001 32.7764749)
475,410992,140665224,"Newark, NJ","Toronto, Canada",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
476,410305,205152500,"Detroit, MI","Charlotte, NC",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
477,409963,248027615,"Seattle, WA","Sacramento, CA",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
478,409914,460333422,"Detroit, MI","Denver, CO",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
479,409038,414355494,"Philadelphia, PA","Miami, FL",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
480,408446,443163910,"Miami, FL","Newark, NJ",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
481,407953,807338987,"Los Angeles, CA","Detroit, MI",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
482,407947,442622495,"Newark, NJ","Miami, FL",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
483,407862,771674904,"Atlanta, GA","San Diego, CA",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
484,407485,412782305,"Miami, FL","Philadelphia, PA",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
485,407308,653729340,"Denver, CO","Newark, NJ",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
486,407176,105458584,"Atlanta, GA","Charleston, SC",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
487,406727,257051905,"Detroit, MI","Boston, MA",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
488,406689,213918414,"Atlanta, GA","Pittsburgh, PA",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
489,406673,161744269,"Detroit, MI","Washington, DC",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
490,406605,132146625,"Ontario, CA","Phoenix, AZ",POINT (-117.6508876 34.0633443),POINT (-117.6508876 34.0633443),POINT (-117.6508876 34.0633443)
491,406297,161541279,"Washington, DC","Detroit, MI",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
492,406258,652044090,"Newark, NJ","Denver, CO",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
493,406257,2782454193,"Dubai, United Arab Emirates","New York, NY",POINT (55.2707828 25.2048493),POINT (55.2707828 25.2048493),POINT (55.2707828 25.2048493)
494,404332,138394572,"Toronto, Canada","Newark, NJ",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
495,402968,836158600,"Philadelphia, PA","Phoenix, AZ",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
496,402427,525972089,"Los Angeles, CA","Guadalajara, Mexico",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
497,401956,130635700,"Oakland, CA","Burbank, CA",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
498,401763,551218836,"Newark, NJ","Dallas/Fort Worth, TX",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
499,400553,522902149,"Houston, TX","San Diego, CA",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
500,399520,129844000,"Burbank, CA","Oakland, CA",POINT (-118.3089661 34.1808392),POINT (-118.3089661 34.1808392),POINT (-118.3089661 34.1808392)
501,399421,667432491,"Detroit, MI","Phoenix, AZ",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
502,398727,389140355,"Chicago, IL","Austin, TX",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
503,398038,446996674,"Denver, CO","Detroit, MI",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
504,397847,388311146,"Austin, TX","Chicago, IL",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
505,397082,785825278,"Detroit, MI","Los Angeles, CA",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
506,396051,209113866,"Minneapolis, MN","Detroit, MI",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
507,395922,443036718,"Fort Lauderdale, FL","Dallas/Fort Worth, TX",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
508,395795,661373445,"Phoenix, AZ","Detroit, MI",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
509,395158,412940110,"San Juan, PR","Miami, FL",POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394)
510,395004,541945488,"Dallas/Fort Worth, TX","Newark, NJ",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
511,394452,874894536,"Los Angeles, CA","Orlando, FL",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
512,394296,581586600,"New York, NY","Santiago, Dominican Republic",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
513,392972,2542135868,"San Francisco, CA","Taipei, Taiwan",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
514,392772,248232345,"Boston, MA","Detroit, MI",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
515,392499,870562782,"Orlando, FL","Los Angeles, CA",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
516,391701,2682760149,"New York, NY","Dubai, United Arab Emirates",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
517,391553,2532956357,"Taipei, Taiwan","San Francisco, CA",POINT (121.5654268 25.0329636),POINT (121.5654268 25.0329636),POINT (121.5654268 25.0329636)
518,391525,438116475,"Dallas/Fort Worth, TX","Fort Lauderdale, FL",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
519,390372,381783870,"Seattle, WA","Santa Ana, CA",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
